#        x          y          z           w
#
0.586195 0.840018 0.008754 0.824447
0.117549 0.530436 0.033951 0.823820
0.982148 0.069850 0.077275 0.623646
0.101061 0.091271 0.436331 0.562160
0.194506 0.266275 0.864736 0.562231
0.735243 0.895260 0.654775 0.611252
0.617011 0.565091 0.725357 0.896626
0.981700 0.727134 0.147438 0.878897
0.986061 0.987513 0.503365 0.607401
0.987243 0.389702 0.563945 0.674927
0.455831 0.607562 0.968895 0.933057
0.815961 0.208489 0.386568 0.886098
0.620995 0.831537 0.298859 0.884137
0.274744 0.885486 0.031134 0.770219
0.529082 0.026642 0.308756 0.750798
0.123037 0.119261 0.433084 0.819881
0.706203 0.425050 0.659301 0.655495
0.754508 0.651304 0.558366 0.513478
0.078204 0.289629 0.041620 0.818818
0.000694 0.323805 0.172294 0.910987
0.129997 0.669252 0.359802 0.842707
0.540525 0.354477 0.692920 0.577884
0.420286 0.488997 0.177155 0.937239
0.598048 0.762810 0.509093 0.560324
0.924412 0.057519 0.111673 0.508223
0.367584 0.151657 0.032406 0.856534
0.351823 0.323701 0.498401 0.719918
0.160295 0.758844 0.625457 0.574335
0.182214 0.000649 0.310173 0.650342
0.933236 0.565604 0.825993 0.843060
0.614308 0.282516 0.785964 0.805841
0.662961 0.691249 0.871343 0.726724
0.600509 0.936209 0.843089 0.818195
0.866077 0.252937 0.393853 0.596617
0.866641 0.836852 0.189375 0.986872
0.989807 0.946832 0.206907 0.793676
0.663642 0.440191 0.237048 0.625609
0.532619 0.464949 0.002532 0.602390
0.363530 0.095428 0.245207 0.753564
0.682108 0.558396 0.384999 0.709244
0.217914 0.756867 0.769068 0.737226
0.464428 0.114286 0.838713 0.649142
0.455305 0.315289 0.371135 0.881055
0.366576 0.106131 0.966994 0.928117
0.787478 0.244160 0.745712 0.835181
0.600511 0.831156 0.548378 0.790568
0.791865 0.832078 0.585864 0.796431
0.035667 0.096327 0.764751 0.718309
0.584795 0.179419 0.498361 0.873771
0.089075 0.113736 0.637376 0.598166
0.901034 0.530613 0.301269 0.757776
0.549157 0.055338 0.034297 0.573081
0.657406 0.457571 0.160599 0.702448
0.050402 0.392779 0.915739 0.716275
0.354821 0.290450 0.067786 0.806247
0.145073 0.454941 0.365722 0.586503
0.748407 0.561981 0.691992 0.890616
0.828574 0.645021 0.002371 0.578939
0.703490 0.061223 0.183447 0.675539
0.988482 0.801470 0.899741 0.857877
0.538430 0.843838 0.057705 0.586768
0.783735 0.436083 0.813236 0.770979
0.457388 0.911850 0.086198 0.746388
0.470122 0.061748 0.212745 0.738940
0.763002 0.839060 0.826041 0.650036
0.510081 0.674946 0.908410 0.986129
0.789040 0.500176 0.340376 0.915563
0.224326 0.557023 0.061737 0.927699
0.508235 0.302857 0.635080 0.728554
0.479631 0.467750 0.781602 0.568192
0.429621 0.652629 0.617749 0.620226
0.391480 0.860627 0.449704 0.634499
0.924522 0.029402 0.610823 0.922380
0.116039 0.870185 0.105440 0.596506
0.864892 0.976235 0.685598 0.625100
0.967691 0.509321 0.020453 0.682936
0.474705 0.595312 0.751647 0.684941
0.239155 0.629210 0.132175 0.872450
0.744985 0.472352 0.048264 0.684107
0.394070 0.808487 0.295857 0.912464
0.955998 0.171163 0.991479 0.850726
0.571492 0.678044 0.569480 0.788738
0.485563 0.906831 0.332205 0.542691
0.415606 0.928987 0.940946 0.765744
0.097668 0.907474 0.227664 0.531538
0.062158 0.530650 0.729825 0.849902
0.973000 0.385818 0.655779 0.710365
0.991311 0.763628 0.397431 0.500928
0.657191 0.963739 0.521909 0.925223
0.850435 0.547563 0.005951 0.831171
0.905232 0.128483 0.242130 0.802562
0.233239 0.524613 0.807953 0.511187
0.739966 0.215585 0.695759 0.856586
0.518055 0.266292 0.539474 0.860556
0.156405 0.130985 0.214987 0.609449
0.626465 0.568267 0.204756 0.880698
0.347296 0.406750 0.659027 0.556141
0.947276 0.041385 0.569626 0.622229
0.808550 0.892714 0.832726 0.713513
0.420534 0.503536 0.689476 0.658530
0.994385 0.187481 0.755138 0.558232
0.735168 0.582760 0.636615 0.692438
0.942151 0.730521 0.858568 0.626260
0.129190 0.559424 0.322716 0.894258
0.305429 0.742047 0.412399 0.560451
0.962149 0.794855 0.613516 0.557935
0.546524 0.799118 0.027905 0.937503
0.107434 0.989314 0.486418 0.682374
0.164307 0.736651 0.103915 0.695633
0.126077 0.779511 0.571829 0.672159
0.800036 0.411582 0.493076 0.501708
0.766881 0.971941 0.049573 0.783546
0.125230 0.584387 0.756942 0.518496
0.005895 0.321529 0.384075 0.819250
0.754243 0.087477 0.946461 0.840767
0.067143 0.909458 0.677982 0.579775
0.869027 0.651410 0.924813 0.874025
0.761679 0.032961 0.406369 0.715168
0.710461 0.192963 0.534955 0.743526
0.632553 0.502567 0.145991 0.539712
0.452397 0.858291 0.257184 0.581452
0.284946 0.624869 0.938973 0.518411
0.077467 0.637480 0.634263 0.515005
0.838878 0.695656 0.890577 0.971810
0.140543 0.688006 0.654655 0.722109
0.558357 0.138008 0.839893 0.676634
0.796670 0.186185 0.269322 0.706188
0.166862 0.640019 0.124924 0.867429
0.416078 0.593928 0.784641 0.568531
0.688382 0.174489 0.275465 0.806953
0.521465 0.124007 0.431202 0.504992
0.471411 0.302025 0.396692 0.783342
0.202911 0.017237 0.740525 0.895433
0.776208 0.724516 0.945912 0.730368
0.081270 0.994555 0.327958 0.649873
0.121111 0.928990 0.975033 0.557513
0.436000 0.908529 0.309195 0.796440
0.004169 0.030864 0.085585 0.569247
0.797081 0.486476 0.041092 0.891402
0.332581 0.998802 0.979113 0.682298
0.182148 0.399169 0.034554 0.630715
0.898501 0.247670 0.882109 0.808278
0.169823 0.127408 0.503080 0.622119
0.783455 0.092426 0.032873 0.775365
0.137919 0.791594 0.613860 0.952247
0.784055 0.125632 0.636826 0.865421
0.574438 0.406239 0.438717 0.532449
0.271621 0.330322 0.809721 0.631169
0.637628 0.772800 0.462860 0.990848
0.268812 0.447082 0.090618 0.649488
0.465619 0.727485 0.883185 0.949175
0.953777 0.020106 0.883362 0.674658
0.605094 0.296994 0.404193 0.747521
0.738422 0.407563 0.671527 0.746080
0.386487 0.387052 0.205715 0.792821
0.787933 0.344276 0.764864 0.935279
0.775846 0.145651 0.667128 0.506662
0.397274 0.786588 0.818519 0.515179
0.122864 0.389473 0.587463 0.658594
0.717814 0.250495 0.420343 0.686243
0.261556 0.408045 0.258529 0.619248
0.504500 0.703132 0.180294 0.967247
0.427601 0.077748 0.609710 0.675424
0.753919 0.675111 0.586426 0.550764
0.748387 0.573432 0.077895 0.602506
0.238325 0.818492 0.053297 0.916586
0.592525 0.276980 0.148718 0.957192
0.921077 0.099454 0.702892 0.942627
0.939025 0.839066 0.374270 0.754216
0.834201 0.238029 0.635149 0.941772
0.898532 0.947036 0.746246 0.672249
0.186296 0.164364 0.519081 0.711784
0.639115 0.393417 0.153419 0.785755
0.283075 0.045117 0.184175 0.599345
0.871411 0.018771 0.648178 0.684941
0.580669 0.845064 0.184430 0.601135
0.394955 0.681391 0.902701 0.614216
0.329129 0.748005 0.156096 0.769725
0.927082 0.809147 0.958937 0.748654
0.925939 0.038382 0.104942 0.542167
0.042423 0.281824 0.525835 0.671977
0.297010 0.799396 0.855121 0.535117
0.496273 0.934131 0.662717 0.651350
0.163881 0.919974 0.038713 0.744938
0.492763 0.921967 0.467018 0.617716
0.609837 0.580626 0.274659 0.620437
0.346697 0.277039 0.408472 0.937476
0.902313 0.016878 0.204446 0.768464
0.627641 0.810335 0.261702 0.549555
0.096829 0.441238 0.207763 0.561041
0.001994 0.889040 0.162708 0.941122
0.732261 0.732890 0.573833 0.798704
0.369501 0.839498 0.803611 0.924231
0.198970 0.107850 0.147291 0.816113
0.659520 0.526495 0.739335 0.552483
0.936826 0.667256 0.156382 0.938145
0.736528 0.565200 0.332895 0.643304
0.994268 0.801265 0.478191 0.561227
0.936421 0.531652 0.543598 0.944936
0.532087 0.987345 0.602280 0.693549
0.055703 0.095005 0.745649 0.683022
0.606674 0.569086 0.903632 0.595897
0.067714 0.319878 0.195290 0.648093
0.108786 0.307489 0.542952 0.760152
0.409262 0.658015 0.963906 0.725174
0.046752 0.225965 0.062561 0.680608
0.803609 0.433388 0.991352 0.646197
0.775668 0.022717 0.215878 0.623493
0.779295 0.689108 0.634258 0.786664
0.990921 0.343387 0.378259 0.871700
0.060533 0.936837 0.820076 0.923717
0.824704 0.283931 0.723232 0.838613
0.953767 0.276808 0.243370 0.959046
0.768131 0.403295 0.578375 0.643559
0.909546 0.957931 0.406215 0.779966
0.151895 0.707886 0.104682 0.578871
0.274419 0.429231 0.854831 0.673263
0.957098 0.358870 0.140594 0.545075
0.339538 0.124819 0.301769 0.931038
0.834450 0.688919 0.352164 0.825189
0.276416 0.682208 0.643595 0.768679
0.760652 0.920801 0.580123 0.844484
0.084897 0.197982 0.311458 0.627666
0.309151 0.434828 0.434730 0.534778
0.608530 0.294575 0.266453 0.773750
0.765435 0.846827 0.411174 0.999577
0.352247 0.909893 0.213911 0.802591
0.949477 0.337799 0.705284 0.508087
0.975828 0.281744 0.613004 0.832719
0.753035 0.535329 0.996403 0.509997
0.531292 0.793241 0.091790 0.533426
0.793731 0.558165 0.186864 0.990324
0.289437 0.533216 0.802029 0.890443
0.182910 0.973058 0.421822 0.878564
0.712704 0.756255 0.028769 0.592045
0.938073 0.703560 0.089168 0.661496
0.241615 0.738086 0.059290 0.687217
0.241177 0.364172 0.193119 0.666089
0.358015 0.887219 0.099279 0.798767
0.598436 0.534711 0.043408 0.611589
0.022615 0.539096 0.872332 0.930248
0.567414 0.342863 0.768673 0.744600
0.724647 0.868126 0.449161 0.896666
0.815106 0.757714 0.253285 0.828232
0.185963 0.908532 0.720810 0.509982
0.733246 0.152567 0.032027 0.912564
0.219543 0.071544 0.708583 0.857160
0.695234 0.120624 0.194469 0.906293
0.527480 0.202658 0.286517 0.891677
0.147641 0.888670 0.048006 0.646943
0.042083 0.970184 0.399615 0.733162
0.081027 0.532689 0.380723 0.662907
0.679394 0.442896 0.476976 0.531471
0.119121 0.096669 0.161312 0.660877
0.570515 0.329662 0.794834 0.545849
0.000568 0.278132 0.249757 0.641550
0.409244 0.267909 0.925749 0.767014
0.430696 0.780307 0.487453 0.991116
0.015281 0.447360 0.727641 0.616802
0.845518 0.512925 0.133646 0.568270
0.306725 0.280600 0.935903 0.628134
0.551567 0.448373 0.963295 0.618107
0.218740 0.113538 0.496520 0.798207
0.544722 0.777405 0.342785 0.731574
0.379581 0.603115 0.607219 0.900098
0.828207 0.209955 0.797075 0.614133
0.244028 0.765610 0.965488 0.657480
0.633328 0.799521 0.540752 0.987860
0.874298 0.116583 0.425168 0.508282
0.114826 0.925195 0.596148 0.566559
0.809795 0.678112 0.601993 0.803553
0.689821 0.447170 0.738468 0.734730
0.183953 0.486718 0.040258 0.797211
0.712008 0.880555 0.212720 0.657875
0.851411 0.321674 0.743122 0.530773
0.725516 0.775622 0.797406 0.949927
0.770649 0.155213 0.004006 0.756067
0.620596 0.504429 0.609564 0.675881
0.692158 0.265542 0.107235 0.805060
0.434277 0.334085 0.805738 0.931246
0.344600 0.921237 0.942256 0.824777
0.488205 0.865726 0.045645 0.541268
0.549310 0.474551 0.058478 0.786412
0.515919 0.927816 0.224733 0.729608
0.663021 0.236948 0.389019 0.895309
0.940023 0.504069 0.174611 0.752279
0.165450 0.568657 0.590678 0.830510
0.729909 0.588658 0.503328 0.724414
0.313119 0.502135 0.919970 0.684075
0.613329 0.229477 0.240730 0.979362
0.163306 0.467904 0.862439 0.641512
0.212624 0.684881 0.284418 0.687249
0.273692 0.658581 0.748520 0.672431
0.533779 0.102681 0.367074 0.835367
0.525998 0.933165 0.463451 0.997261
0.729843 0.908999 0.862909 0.576581
0.784769 0.148985 0.735242 0.893756
0.056430 0.777529 0.369155 0.619249
0.451053 0.719427 0.093367 0.778080
0.636136 0.338321 0.456049 0.621984
0.566331 0.791382 0.074464 0.508106
0.097870 0.886578 0.176277 0.962242
0.488228 0.338461 0.997168 0.501909
0.554591 0.026503 0.432629 0.849898
0.835390 0.150423 0.185301 0.571108
0.216036 0.384448 0.116395 0.552267
0.287558 0.444564 0.428325 0.565757
0.462320 0.037449 0.807707 0.609134
0.406899 0.020252 0.338254 0.779057
0.599823 0.449701 0.802969 0.646408
0.698324 0.687404 0.504853 0.987547
0.786489 0.735716 0.038323 0.938007
0.322704 0.027878 0.409632 0.657298
0.785695 0.868507 0.247286 0.895822
0.449001 0.617333 0.205683 0.968846
0.962022 0.325899 0.429551 0.869476
0.437007 0.034765 0.903358 0.995831
0.525491 0.510329 0.961323 0.860512
0.026165 0.969044 0.978169 0.806369
0.774778 0.901640 0.104541 0.911833
0.417771 0.317915 0.211530 0.815407
0.964381 0.283524 0.987084 0.650203
0.778567 0.934812 0.865102 0.643286
0.767918 0.989011 0.081212 0.646971
0.546915 0.269400 0.601812 0.676723
0.083596 0.647487 0.189854 0.993866
0.492188 0.322176 0.237236 0.501222
0.111291 0.750052 0.133108 0.850244
0.376141 0.198212 0.445827 0.853867
0.515091 0.905395 0.359971 0.677582
0.483858 0.404749 0.358650 0.905405
0.062345 0.564790 0.542966 0.589513
0.194429 0.834685 0.386912 0.752585
0.012159 0.390310 0.207494 0.597450
0.681644 0.988728 0.015345 0.846256
0.674625 0.832368 0.463140 0.833569
0.757006 0.212908 0.858866 0.702785
0.217019 0.315832 0.186623 0.940999
0.376330 0.420504 0.795216 0.621947
0.523217 0.665174 0.986219 0.743051
0.834740 0.400991 0.122628 0.914146
0.513491 0.942892 0.368186 0.977254
0.574239 0.471989 0.223602 0.747990
0.504436 0.485832 0.805368 0.749195
0.491678 0.129813 0.572367 0.683565
0.044980 0.089096 0.988664 0.851290
0.192430 0.535023 0.017007 0.612584
0.960358 0.580952 0.419477 0.766579
0.267216 0.740843 0.960744 0.645140
0.110413 0.806237 0.571359 0.652282
0.662784 0.132209 0.790287 0.642537
0.492506 0.344801 0.457114 0.682250
0.882347 0.900383 0.248658 0.691311
0.189094 0.404943 0.311533 0.859173
0.090736 0.348974 0.239247 0.911348
0.674318 0.522627 0.683888 0.885767
0.880439 0.021690 0.925242 0.650443
0.361440 0.234508 0.971300 0.848489
0.310120 0.959202 0.220413 0.580470
0.847031 0.748363 0.921418 0.853491
0.542654 0.524903 0.739668 0.810151
0.921909 0.693409 0.043832 0.563150
0.380197 0.470272 0.832008 0.945062
0.533321 0.800406 0.773973 0.835734
0.843395 0.700726 0.204890 0.966635
0.375508 0.871505 0.182057 0.721150
0.396574 0.070383 0.600775 0.536207
0.222801 0.538637 0.125998 0.509416
0.391740 0.025379 0.248417 0.705936
0.153396 0.257327 0.203497 0.701369
0.698461 0.253123 0.077185 0.568137
0.497092 0.686719 0.925203 0.816660
0.621388 0.783992 0.516602 0.826229
0.635991 0.602653 0.586572 0.889916
0.907735 0.953061 0.971442 0.989490
0.648438 0.522797 0.488156 0.777669
0.841844 0.509659 0.315197 0.759560
0.155175 0.126842 0.515974 0.992936
0.649173 0.027074 0.966728 0.903970
0.928884 0.231999 0.481389 0.964467
0.344191 0.905991 0.280590 0.760296
0.466437 0.182755 0.696838 0.838615
0.648793 0.636466 0.791721 0.761413
0.055627 0.702849 0.031431 0.555035
0.033221 0.952050 0.409709 0.871364
0.072671 0.064412 0.262181 0.913509
0.947134 0.337301 0.617577 0.856083
0.460600 0.326964 0.238392 0.990960
0.456622 0.832549 0.704899 0.717795
0.854059 0.411493 0.686202 0.971009
0.750689 0.103041 0.901685 0.728979
0.696167 0.442418 0.577503 0.940938
0.065644 0.227925 0.409118 0.769342
0.845783 0.580072 0.018642 0.794125
0.734692 0.564391 0.559767 0.608804
0.082353 0.333654 0.606594 0.549638
0.694351 0.895420 0.413469 0.632469
0.638913 0.810704 0.179741 0.558935
0.339563 0.125200 0.270968 0.792781
0.411988 0.016055 0.465151 0.522002
0.589990 0.634539 0.167788 0.959349
0.131714 0.216252 0.449924 0.674217
0.467769 0.710298 0.651659 0.950136
0.686602 0.312332 0.546491 0.619955
0.189671 0.885991 0.211499 0.838989
0.900517 0.043841 0.503141 0.542944
0.944104 0.027855 0.174236 0.706732
0.785137 0.254129 0.402903 0.566124
0.502803 0.157925 0.617724 0.966107
0.682382 0.314907 0.120572 0.858328
0.087388 0.897301 0.454683 0.507175
0.776393 0.797108 0.805579 0.710718
0.970696 0.742196 0.853339 0.979191
0.535589 0.483652 0.085854 0.895803
0.194695 0.757889 0.130400 0.610011
0.897958 0.355247 0.285951 0.695552
0.304032 0.461009 0.040932 0.994807
0.352710 0.957724 0.820088 0.905888
0.306691 0.483154 0.878240 0.954360
0.953791 0.835919 0.308855 0.982206
0.507658 0.241035 0.129984 0.729341
0.812979 0.740525 0.060218 0.588114
0.851993 0.757411 0.070307 0.992560
0.835864 0.466205 0.701908 0.747314
0.369504 0.277354 0.936841 0.705409
0.834590 0.182592 0.660749 0.531022
0.132582 0.876832 0.793311 0.678311
0.031777 0.713643 0.539620 0.571883
0.330677 0.677928 0.714953 0.855204
0.629925 0.485873 0.194657 0.957195
0.345998 0.203196 0.335030 0.816040
0.632476 0.382667 0.824773 0.615348
0.595065 0.438542 0.948699 0.520373
0.635218 0.267103 0.045565 0.984861
0.379195 0.929680 0.379355 0.525668
0.831318 0.921117 0.543909 0.775409
0.957461 0.616942 0.435798 0.648860
0.774187 0.258520 0.029739 0.504518
0.002392 0.133592 0.538634 0.692489
0.723179 0.974466 0.898625 0.545692
0.284616 0.368522 0.014130 0.842802
0.189075 0.161705 0.673950 0.989453
0.979317 0.131428 0.168114 0.539512
0.680712 0.619324 0.561020 0.775116
0.047831 0.858726 0.767321 0.583758
0.402973 0.273890 0.255907 0.908262
0.855915 0.360478 0.089082 0.764996
0.201184 0.208496 0.553774 0.834813
0.970886 0.922707 0.494619 0.542720
0.497877 0.047915 0.034255 0.529050
0.488557 0.615836 0.296405 0.592048
0.322652 0.696403 0.974434 0.863954
0.785523 0.655529 0.609406 0.789893
0.049353 0.328882 0.515132 0.791342
0.345809 0.097973 0.735841 0.944293
0.186264 0.832706 0.074717 0.869517
0.153299 0.410640 0.470308 0.825050
0.313637 0.153357 0.133869 0.783316
0.456428 0.751322 0.034912 0.588643
0.259815 0.710416 0.147520 0.835921
0.146272 0.816864 0.665797 0.739681
0.512786 0.320027 0.123830 0.740802
0.521523 0.658531 0.896161 0.720798
0.003847 0.595246 0.800929 0.613793
0.224467 0.635253 0.454674 0.702933
0.934318 0.347087 0.896005 0.588251
0.238202 0.275532 0.666524 0.861531
0.336906 0.408297 0.318528 0.705114
0.556610 0.141329 0.068220 0.877026
0.857814 0.106386 0.818044 0.622425
0.465159 0.961530 0.229909 0.622476
0.894050 0.294667 0.117055 0.853928
0.067782 0.962392 0.898018 0.602887
0.625181 0.065967 0.209817 0.665839
0.010422 0.691614 0.626590 0.968330
0.089810 0.358096 0.172613 0.967905
0.693092 0.341592 0.171604 0.663733
0.288734 0.536529 0.226220 0.689896
0.149756 0.484196 0.770966 0.578185
0.268761 0.313573 0.812109 0.727076
0.777354 0.231087 0.082409 0.862158
0.464858 0.594654 0.105474 0.887889
0.423204 0.084294 0.728112 0.630561
0.209617 0.906587 0.959853 0.913389
0.056115 0.598049 0.871776 0.512965
0.814818 0.693590 0.115552 0.758488
0.019786 0.578375 0.097607 0.651039
0.797193 0.554145 0.502266 0.833555
0.872106 0.374100 0.844549 0.812806
0.610164 0.694127 0.266329 0.909870
0.980743 0.306845 0.213778 0.706399
0.743730 0.587642 0.934944 0.623317
0.415683 0.697344 0.975400 0.668210
0.236946 0.532684 0.445659 0.690259
0.769011 0.983871 0.295952 0.559031
0.753377 0.993685 0.621236 0.621401
0.948340 0.405171 0.846877 0.622804
0.938010 0.966152 0.628117 0.945958
0.660829 0.977252 0.851133 0.679455
0.048100 0.712331 0.148187 0.762495
0.681590 0.806655 0.088535 0.738298
0.958830 0.203358 0.042916 0.809915
0.854140 0.858335 0.153239 0.592516
0.576357 0.101923 0.325179 0.951780
0.805986 0.800287 0.020335 0.884564
0.476700 0.875465 0.975360 0.984359
0.857856 0.069120 0.347398 0.745360
0.867665 0.035237 0.874508 0.968278
0.870213 0.747491 0.390124 0.671201
0.915466 0.166010 0.905672 0.978237
0.039380 0.292959 0.660488 0.902612
0.263480 0.365278 0.956083 0.789440
0.051038 0.133282 0.248142 0.698079
0.951937 0.705610 0.099341 0.912986
0.031426 0.712466 0.509307 0.799187
0.867815 0.912579 0.175563 0.562046
0.224685 0.108226 0.151432 0.999570
0.559508 0.902741 0.210031 0.742890
0.705853 0.237581 0.190552 0.770615
0.480744 0.379314 0.272231 0.605049
0.967416 0.088921 0.586901 0.938939
0.597521 0.986047 0.360294 0.532271
0.969814 0.866308 0.235708 0.927104
0.973612 0.366631 0.141201 0.869194
0.247737 0.319651 0.246540 0.984615
0.353040 0.975201 0.474731 0.749767
0.328416 0.545025 0.050339 0.698485
0.078364 0.137677 0.659245 0.545985
0.613354 0.810721 0.265256 0.868142
0.516359 0.309026 0.168485 0.671596
0.935237 0.191993 0.369623 0.502619
0.847306 0.017655 0.084782 0.707203
0.628548 0.104021 0.165901 0.542204
0.828338 0.061705 0.132920 0.874077
0.770697 0.583920 0.644756 0.644734
0.093831 0.739303 0.057431 0.950885
0.729492 0.400480 0.449902 0.948809
0.023250 0.308735 0.882379 0.660341
0.195852 0.722474 0.663874 0.677224
0.348424 0.838925 0.200727 0.927669
0.137017 0.120249 0.288871 0.990002
0.556974 0.333999 0.765091 0.667229
0.627491 0.287067 0.499897 0.558633
0.508376 0.051634 0.103836 0.765225
0.348499 0.076213 0.772153 0.926662
0.006231 0.473410 0.374783 0.557885
0.568354 0.296484 0.355038 0.765024
0.123372 0.898784 0.941978 0.859761
0.072609 0.103555 0.659112 0.710885
0.550339 0.368654 0.756106 0.967430
0.054697 0.769739 0.131686 0.960518
0.692794 0.226504 0.007999 0.610560
0.023316 0.927875 0.838403 0.574157
0.802214 0.552697 0.799708 0.647431
0.952362 0.800330 0.050114 0.668595
0.903228 0.912669 0.426796 0.760119
0.753175 0.779971 0.434459 0.875020
0.689069 0.373322 0.981343 0.631721
0.993549 0.975365 0.622148 0.605576
0.654689 0.568522 0.594881 0.822810
0.983293 0.948128 0.981564 0.677892
0.792276 0.602608 0.131301 0.971627
0.053754 0.394723 0.749491 0.610349
0.405785 0.970203 0.189139 0.967510
0.035578 0.690797 0.263550 0.706883
0.880257 0.915505 0.012618 0.823538
0.884910 0.118592 0.841365 0.519060
0.794199 0.808537 0.753291 0.907368
0.615088 0.920457 0.700942 0.623175
0.327855 0.950697 0.775077 0.569855
0.986797 0.256383 0.215337 0.575454
0.056236 0.137635 0.125415 0.568239
0.946700 0.174110 0.498047 0.543447
0.467036 0.324406 0.487569 0.755700
0.737788 0.472566 0.371153 0.843162
0.614215 0.705613 0.024691 0.564725
0.607943 0.540926 0.202845 0.616076
0.569711 0.458014 0.930318 0.630605
0.648662 0.287279 0.362867 0.853001
0.768749 0.935931 0.904160 0.745422
0.736582 0.579622 0.239096 0.856749
0.239148 0.313302 0.231578 0.675280
0.621609 0.576388 0.862534 0.995667
0.421950 0.448687 0.922803 0.899839
0.484202 0.302096 0.184971 0.756619
0.206995 0.473071 0.561965 0.672082
0.550317 0.848836 0.227072 0.775792
0.035415 0.561219 0.553934 0.711595
0.070317 0.379003 0.912233 0.728119
0.607017 0.631792 0.294954 0.889430
0.052364 0.658212 0.805965 0.728165
0.867756 0.005136 0.452520 0.627053
0.422723 0.125194 0.680777 0.751843
0.432187 0.829586 0.471577 0.975035
0.165581 0.359997 0.852631 0.635718
0.790654 0.213244 0.902798 0.659926
0.044757 0.658778 0.228915 0.527015
0.345613 0.274706 0.231020 0.790476
0.490613 0.395375 0.899082 0.901534
0.041431 0.455928 0.295607 0.975929
0.186840 0.335173 0.822966 0.628091
0.674152 0.806259 0.750038 0.655497
0.889737 0.314073 0.498651 0.928691
0.741712 0.855483 0.292932 0.762362
0.619130 0.632475 0.643640 0.560752
0.507359 0.016389 0.646996 0.754638
0.849808 0.324644 0.697409 0.716617
0.136139 0.449399 0.586105 0.906055
0.456113 0.522990 0.179643 0.806141
0.201016 0.867575 0.849532 0.747548
0.896803 0.126713 0.888869 0.684689
0.977666 0.681556 0.154340 0.721207
0.637030 0.765376 0.799741 0.580577
0.027373 0.132656 0.881023 0.665322
0.379983 0.221253 0.457159 0.779078
0.025806 0.042597 0.635697 0.996332
0.403598 0.751530 0.718911 0.667180
0.573632 0.135870 0.725873 0.782629
0.391366 0.002425 0.202842 0.645417
0.996018 0.781764 0.832970 0.732657
0.954855 0.749043 0.208333 0.920056
0.664246 0.616821 0.505114 0.656999
0.302797 0.190098 0.019249 0.915843
0.884106 0.999425 0.064358 0.828794
0.251443 0.542090 0.551277 0.931031
0.701786 0.920555 0.657392 0.768046
0.859649 0.187372 0.502147 0.790954
0.166195 0.898711 0.130094 0.943520
0.529247 0.367477 0.248199 0.864500
0.690993 0.411044 0.416840 0.659541
0.031182 0.621972 0.365519 0.760675
0.407104 0.024974 0.011292 0.848076
0.223415 0.273098 0.318004 0.784304
0.231967 0.630966 0.784435 0.528259
0.176338 0.760718 0.784756 0.671899
0.940177 0.966835 0.728841 0.927054
0.591228 0.080681 0.635748 0.744365
0.789870 0.195531 0.502508 0.812419
0.791049 0.145804 0.820358 0.575822
0.965585 0.652795 0.259797 0.773041
0.258116 0.579483 0.215888 0.656013
0.775241 0.658676 0.229860 0.518483
0.604932 0.836171 0.824399 0.868095
0.955054 0.433233 0.377809 0.889892
0.436254 0.611482 0.661454 0.964163
0.258088 0.861325 0.584927 0.639659
0.029495 0.865362 0.324235 0.809362
0.264851 0.625014 0.692724 0.739895
0.760298 0.915412 0.371853 0.749380
0.168621 0.780660 0.790735 0.790345
0.391207 0.496564 0.091651 0.503289
0.943467 0.748486 0.108554 0.681091
0.336385 0.307012 0.499332 0.716511
0.740819 0.732579 0.635824 0.627242
0.199728 0.263103 0.808886 0.566803
0.222196 0.059756 0.752068 0.568852
0.764121 0.597196 0.617049 0.866695
0.889874 0.995146 0.845005 0.823084
0.613460 0.483784 0.132896 0.960559
0.198045 0.622488 0.081057 0.779922
0.118304 0.385375 0.321803 0.812630
0.573894 0.110954 0.470861 0.734724
0.720356 0.286724 0.812421 0.751644
0.600733 0.868028 0.388254 0.754835
0.223562 0.269270 0.580770 0.750172
0.366827 0.736706 0.820435 0.566068
0.466033 0.124828 0.841911 0.920946
0.615698 0.048956 0.484131 0.885217
0.842611 0.601683 0.307423 0.906019
0.585591 0.665103 0.919478 0.841457
0.518591 0.148886 0.994838 0.528807
0.813516 0.408800 0.403894 0.905834
0.990169 0.800763 0.772458 0.592325
0.185552 0.928881 0.470122 0.762357
0.122408 0.512743 0.387561 0.655192
0.765936 0.549364 0.066830 0.522512
0.726310 0.893956 0.060635 0.969405
0.655380 0.097175 0.282119 0.613755
0.855116 0.949882 0.497085 0.554785
0.053952 0.253751 0.485398 0.755197
0.878002 0.290488 0.782357 0.673369
0.655674 0.636022 0.304809 0.735729
0.421685 0.748824 0.634806 0.899832
0.041627 0.720199 0.520489 0.893861
0.094059 0.053545 0.930546 0.673854
0.844209 0.363888 0.457282 0.686619
0.157788 0.084012 0.410984 0.898554
0.781468 0.294560 0.817899 0.992565
0.728384 0.863577 0.485724 0.656060
0.034604 0.586475 0.810151 0.961836
0.262119 0.696407 0.048428 0.603321
0.281367 0.672387 0.454676 0.760594
0.940054 0.598333 0.589967 0.635034
0.601857 0.590682 0.492257 0.664633
0.056847 0.019054 0.978036 0.827918
0.486131 0.153001 0.676073 0.953073
0.161581 0.710620 0.114720 0.708068
0.141709 0.937968 0.223495 0.788437
0.465134 0.736871 0.551064 0.672691
